Value,Sentiment
tera a consciencia pesada,-1
tera a corda ao pescoco,-1
tera a faca e o queijo na mao,1
tera a lagrima ao canto do olho,-1
tera a razao do seu lado,1
tera a vida facilitada,1
tera as costas largas,1
tera as costas quentes,-1
tera as horas contadas,-1
tera boa consciencia,1
tera culpas no cartorio,-1
tera de comer farinha maizena,-1
tera dois palmos de testa,1
tera dor de corno,-1
tera dor de cotovelo,-1
tera falta de cha,-1
tera ideias,1
tera ma consciencia,-1
tera macacos na cabeca,-1
tera macacos no sotao,-1
tera macaquinhos na cabeca,-1
tera macaquinhos no sotao,-1
tera mais olhos que barriga,-1
tera mau perder,-1
tera memoria curta,-1
tera na mao,1
tera o nariz empinado,-1
tera o pavio curto,-1
tera o rei na barriga,-1
tera os dias contados,-1
tera os pes assentes no chao,1
tera os pes bem assentes na terra,1
tera sentido de justica,-1
tera sentido de oportunidade,-1
tera sentido de responsabilidade,-1
tera um aperto no coracao,-1
tera uma grande cara de pau,-1
tera uma grande lata,-1
terao a cabeca em agua,-1
terao a cabeca no lugar,1
terao a consciencia pesada,-1
terao a corda ao pescoco,-1
terao a faca e o queijo na mao,1
terao a lagrima ao canto do olho,-1
terao a razao do seu lado,1
terao a vida facilitada,1
terao as costas largas,1
terao as costas quentes,-1
terao as horas contadas,-1
terao boa consciencia,1
terao culpas no cartorio,-1
terao de comer farinha maizena,-1
terao dois palmos de testa,1
terao dor de corno,-1
terao dor de cotovelo,-1
terao falta de cha,-1
terao ideias,1
terao ma consciencia,-1
terao macacos na cabeca,-1
terao macacos no sotao,-1
terao macaquinhos na cabeca,-1
terao macaquinhos no sotao,-1
terao mais olhos que barriga,-1
terao mau perder,-1
terao memoria curta,-1
terao na mao,1
terao o nariz empinado,-1
terao o pavio curto,-1
terao o rei na barriga,-1
terao os dias contados,-1
terao os pes assentes no chao,1
terao os pes bem assentes na terra,1
terao sentido de justica,-1
terao sentido de oportunidade,-1
terao sentido de responsabilidade,-1
terao um aperto no coracao,-1
terao uma grande cara de pau,-1
terao uma grande lata,-1
teras a cabeca em agua,-1
teras a cabeca no lugar,1
teras a consciencia pesada,-1
teras a corda ao pescoco,-1
teras a faca e o queijo na mao,1
teras a lagrima ao canto do olho,-1
teras a razao do seu lado,1
teras a vida facilitada,1
teras as costas largas,1
teras as costas quentes,-1
teras as horas contadas,-1
teras boa consciencia,1
teras culpas no cartorio,-1
teras de comer farinha maizena,-1
teras dois palmos de testa,1
teras dor de corno,-1
teras dor de cotovelo,-1
teras falta de cha,-1
teras ideias,1
teras ma consciencia,-1
teras macacos na cabeca,-1
teras macacos no sotao,-1
teras macaquinhos na cabeca,-1
teras macaquinhos no sotao,-1
teras mais olhos que barriga,-1
teras mau perder,-1
teras memoria curta,-1
teras na mao,1
teras o nariz empinado,-1
teras o pavio curto,-1
teras o rei na barriga,-1
teras os dias contados,-1
teras os pes assentes no chao,1
teras os pes bem assentes na terra,1
teras sentido de justica,-1
teras sentido de oportunidade,-1
teras sentido de responsabilidade,-1
teras um aperto no coracao,-1
teras uma grande cara de pau,-1
teras uma grande lata,-1
terdes a cabeca em agua,-1
terdes a cabeca no lugar,1
terdes a consciencia pesada,-1
terdes a corda ao pescoco,-1
terdes a faca e o queijo na mao,1
terdes a lagrima ao canto do olho,-1
terdes a razao do seu lado,1
terdes a vida facilitada,1
terdes as costas largas,1
terdes as costas quentes,-1
terdes as horas contadas,-1
terdes boa consciencia,1
terdes culpas no cartorio,-1
terdes de comer farinha maizena,-1
terdes dois palmos de testa,1
terdes dor de corno,-1
terdes dor de cotovelo,-1
terdes falta de cha,-1
terdes ideias,1
terdes ma consciencia,-1
terdes macacos na cabeca,-1
terdes macacos no sotao,-1
terdes macaquinhos na cabeca,-1
terdes macaquinhos no sotao,-1
terdes mais olhos que barriga,-1
terdes mau perder,-1
terdes memoria curta,-1
terdes na mao,1
terdes o nariz empinado,-1
terdes o pavio curto,-1
terdes o rei na barriga,-1
terdes os dias contados,-1
terdes os pes assentes no chao,1
terdes os pes bem assentes na terra,1
terdes sentido de justica,-1
terdes sentido de oportunidade,-1
terdes sentido de responsabilidade,-1
terdes um aperto no coracao,-1
terdes uma grande cara de pau,-1
terdes uma grande lata,-1
terei a cabeca em agua,-1
terei a cabeca no lugar,1
terei a consciencia pesada,-1
terei a corda ao pescoco,-1
terei a faca e o queijo na mao,1
terei a lagrima ao canto do olho,-1
terei a razao do seu lado,1
terei a vida facilitada,1
terei as costas largas,1
terei as costas quentes,-1
terei as horas contadas,-1
terei boa consciencia,1
terei culpas no cartorio,-1
terei de comer farinha maizena,-1
terei dois palmos de testa,1
terei dor de corno,-1
terei dor de cotovelo,-1
terei falta de cha,-1
terei ideias,1
terei ma consciencia,-1
terei macacos na cabeca,-1
terei macacos no sotao,-1
terei macaquinhos na cabeca,-1
terei macaquinhos no sotao,-1
terei mais olhos que barriga,-1
terei mau perder,-1
terei memoria curta,-1
terei na mao,1
terei o nariz empinado,-1
terei o pavio curto,-1
terei o rei na barriga,-1
terei os dias contados,-1
terei os pes assentes no chao,1
terei os pes bem assentes na terra,1
terei sentido de justica,-1
terei sentido de oportunidade,-1
terei sentido de responsabilidade,-1
terei um aperto no coracao,-1
terei uma grande cara de pau,-1
terei uma grande lata,-1
tereis a cabeca em agua,-1
tereis a cabeca no lugar,1
tereis a consciencia pesada,-1
tereis a corda ao pescoco,-1
tereis a faca e o queijo na mao,1
tereis a lagrima ao canto do olho,-1
tereis a razao do seu lado,1
tereis a vida facilitada,1
tereis as costas largas,1
tereis as costas quentes,-1
tereis as horas contadas,-1
tereis boa consciencia,1
tereis culpas no cartorio,-1
tereis de comer farinha maizena,-1
tereis dois palmos de testa,1
tereis dor de corno,-1
tereis dor de cotovelo,-1
tereis falta de cha,-1
tereis ideias,1
tereis ma consciencia,-1
tereis macacos na cabeca,-1
tereis macacos no sotao,-1
tereis macaquinhos na cabeca,-1
tereis macaquinhos no sotao,-1
tereis mais olhos que barriga,-1
tereis mau perder,-1
tereis memoria curta,-1
tereis na mao,1
tereis o nariz empinado,-1
tereis o pavio curto,-1
tereis o rei na barriga,-1
tereis os dias contados,-1
tereis os pes assentes no chao,1
tereis os pes bem assentes na terra,1
tereis sentido de justica,-1
tereis sentido de oportunidade,-1
tereis sentido de responsabilidade,-1
tereis um aperto no coracao,-1
tereis uma grande cara de pau,-1
tereis uma grande lata,-1
terem a cabeca em agua,-1
terem a cabeca no lugar,1
terem a consciencia pesada,-1
terem a corda ao pescoco,-1
terem a faca e o queijo na mao,1
terem a lagrima ao canto do olho,-1
terem a razao do seu lado,1
terem a vida facilitada,1
terem as costas largas,1
terem as costas quentes,-1
terem as horas contadas,-1
terem boa consciencia,1
terem culpas no cartorio,-1
terem de comer farinha maizena,-1
terem dois palmos de testa,1
terem dor de corno,-1
terem dor de cotovelo,-1
terem falta de cha,-1
terem ideias,1
terem ma consciencia,-1
terem macacos na cabeca,-1
terem macacos no sotao,-1
terem macaquinhos na cabeca,-1
terem macaquinhos no sotao,-1
terem mais olhos que barriga,-1
terem mau perder,-1
terem memoria curta,-1
terem na mao,1
terem o nariz empinado,-1
terem o pavio curto,-1
terem o rei na barriga,-1
terem os dias contados,-1
terem os pes assentes no chao,1
terem os pes bem assentes na terra,1
terem sentido de justica,-1
terem sentido de oportunidade,-1
terem sentido de responsabilidade,-1
terem um aperto no coracao,-1
terem uma grande cara de pau,-1
terem uma grande lata,-1
teremos a cabeca em agua,-1
teremos a cabeca no lugar,1
teremos a consciencia pesada,-1
teremos a corda ao pescoco,-1
teremos a faca e o queijo na mao,1
teremos a lagrima ao canto do olho,-1
teremos a razao do seu lado,1
teremos a vida facilitada,1
teremos as costas largas,1
teremos as costas quentes,-1
teremos as horas contadas,-1
teremos boa consciencia,1
teremos culpas no cartorio,-1
teremos de comer farinha maizena,-1
teremos dois palmos de testa,1
teremos dor de corno,-1
teremos dor de cotovelo,-1
teremos falta de cha,-1
teremos ideias,1
teremos ma consciencia,-1
teremos macacos na cabeca,-1
teremos macacos no sotao,-1
teremos macaquinhos na cabeca,-1
teremos macaquinhos no sotao,-1
teremos mais olhos que barriga,-1
teremos mau perder,-1
teremos memoria curta,-1
teremos na mao,1
teremos o nariz empinado,-1
teremos o pavio curto,-1
teremos o rei na barriga,-1
teremos os dias contados,-1
teremos os pes assentes no chao,1
teremos os pes bem assentes na terra,1
teremos sentido de justica,-1
teremos sentido de oportunidade,-1
teremos sentido de responsabilidade,-1
teremos um aperto no coracao,-1
teremos uma grande cara de pau,-1
teremos uma grande lata,-1
teres a cabeca em agua,-1
teres a cabeca no lugar,1
teres a consciencia pesada,-1
teres a corda ao pescoco,-1
teres a faca e o queijo na mao,1
teres a lagrima ao canto do olho,-1
teres a razao do seu lado,1
teres a vida facilitada,1
teres as costas largas,1
teres as costas quentes,-1
teres as horas contadas,-1
teres boa consciencia,1
teres culpas no cartorio,-1
teres de comer farinha maizena,-1
teres dois palmos de testa,1
teres dor de corno,-1
teres dor de cotovelo,-1
teres falta de cha,-1
teres ideias,1
teres ma consciencia,-1
teres macacos na cabeca,-1
teres macacos no sotao,-1
teres macaquinhos na cabeca,-1
teres macaquinhos no sotao,-1
teres mais olhos que barriga,-1
teres mau perder,-1
teres memoria curta,-1
teres na mao,1
teres o nariz empinado,-1
teres o pavio curto,-1
teres o rei na barriga,-1
teres os dias contados,-1
teres os pes assentes no chao,1
teres os pes bem assentes na terra,1
teres sentido de justica,-1
teres sentido de oportunidade,-1
teres sentido de responsabilidade,-1
teres um aperto no coracao,-1
teres uma grande cara de pau,-1
teres uma grande lata,-1
teria a cabeca em agua,-1
teria a cabeca no lugar,1
teria a consciencia pesada,-1
teria a corda ao pescoco,-1
teria a faca e o queijo na mao,1
teria a lagrima ao canto do olho,-1
teria a razao do seu lado,1
teria a vida facilitada,1
teria as costas largas,1
teria as costas quentes,-1
teria as horas contadas,-1
teria boa consciencia,1
teria culpas no cartorio,-1
teria de comer farinha maizena,-1
teria dois palmos de testa,1
teria dor de corno,-1
teria dor de cotovelo,-1
teria falta de cha,-1
teria ideias,1
teria ma consciencia,-1
teria macacos na cabeca,-1
teria macacos no sotao,-1
teria macaquinhos na cabeca,-1
teria macaquinhos no sotao,-1
teria mais olhos que barriga,-1
teria mau perder,-1
teria memoria curta,-1
teria na mao,1
teria o nariz empinado,-1
teria o pavio curto,-1
teria o rei na barriga,-1
teria os dias contados,-1
teria os pes assentes no chao,1
teria os pes bem assentes na terra,1
teria sentido de justica,-1
teria sentido de oportunidade,-1
teria sentido de responsabilidade,-1
teria um aperto no coracao,-1
teria uma grande cara de pau,-1
teria uma grande lata,-1
teriam a cabeca em agua,-1
teriam a cabeca no lugar,1
teriam a consciencia pesada,-1
teriam a corda ao pescoco,-1
teriam a faca e o queijo na mao,1
teriam a lagrima ao canto do olho,-1
teriam a razao do seu lado,1
teriam a vida facilitada,1
teriam as costas largas,1
teriam as costas quentes,-1
teriam as horas contadas,-1
teriam boa consciencia,1
teriam culpas no cartorio,-1
teriam de comer farinha maizena,-1
teriam dois palmos de testa,1
teriam dor de corno,-1
teriam dor de cotovelo,-1
teriam falta de cha,-1
teriam ideias,1
teriam ma consciencia,-1
teriam macacos na cabeca,-1
teriam macacos no sotao,-1
teriam macaquinhos na cabeca,-1
teriam macaquinhos no sotao,-1
teriam mais olhos que barriga,-1
teriam mau perder,-1
teriam memoria curta,-1
teriam na mao,1
teriam o nariz empinado,-1
teriam o pavio curto,-1
teriam o rei na barriga,-1
teriam os dias contados,-1
teriam os pes assentes no chao,1
teriam os pes bem assentes na terra,1
teriam sentido de justica,-1
teriam sentido de oportunidade,-1
teriam sentido de responsabilidade,-1
teriam um aperto no coracao,-1
teriam uma grande cara de pau,-1
teriam uma grande lata,-1
teriamos a cabeca em agua,-1
teriamos a cabeca no lugar,1
teriamos a consciencia pesada,-1
teriamos a corda ao pescoco,-1
teriamos a faca e o queijo na mao,1
teriamos a lagrima ao canto do olho,-1
teriamos a razao do seu lado,1
teriamos a vida facilitada,1
teriamos as costas largas,1
teriamos as costas quentes,-1
teriamos as horas contadas,-1
teriamos boa consciencia,1
teriamos culpas no cartorio,-1
teriamos de comer farinha maizena,-1
teriamos dois palmos de testa,1
teriamos dor de corno,-1
teriamos dor de cotovelo,-1
teriamos falta de cha,-1
teriamos ideias,1
teriamos ma consciencia,-1
teriamos macacos na cabeca,-1
teriamos macacos no sotao,-1
teriamos macaquinhos na cabeca,-1
teriamos macaquinhos no sotao,-1
teriamos mais olhos que barriga,-1
teriamos mau perder,-1
teriamos memoria curta,-1
teriamos na mao,1
teriamos o nariz empinado,-1
teriamos o pavio curto,-1
teriamos o rei na barriga,-1
teriamos os dias contados,-1
teriamos os pes assentes no chao,1
teriamos os pes bem assentes na terra,1
teriamos sentido de justica,-1
teriamos sentido de oportunidade,-1
teriamos sentido de responsabilidade,-1
teriamos um aperto no coracao,-1
teriamos uma grande cara de pau,-1
teriamos uma grande lata,-1
terias a cabeca em agua,-1
terias a cabeca no lugar,1
terias a consciencia pesada,-1
terias a corda ao pescoco,-1
terias a faca e o queijo na mao,1
terias a lagrima ao canto do olho,-1
terias a razao do seu lado,1
terias a vida facilitada,1
terias as costas largas,1
terias as costas quentes,-1
terias as horas contadas,-1
terias boa consciencia,1
terias culpas no cartorio,-1
terias de comer farinha maizena,-1
terias dois palmos de testa,1
terias dor de corno,-1
terias dor de cotovelo,-1
terias falta de cha,-1
terias ideias,1
terias ma consciencia,-1
terias macacos na cabeca,-1
terias macacos no sotao,-1
terias macaquinhos na cabeca,-1
terias macaquinhos no sotao,-1
terias mais olhos que barriga,-1
terias mau perder,-1
terias memoria curta,-1
terias na mao,1
terias o nariz empinado,-1
terias o pavio curto,-1
terias o rei na barriga,-1
terias os dias contados,-1
terias os pes assentes no chao,1
terias os pes bem assentes na terra,1
terias sentido de justica,-1
terias sentido de oportunidade,-1
terias sentido de responsabilidade,-1
terias um aperto no coracao,-1
terias uma grande cara de pau,-1
terias uma grande lata,-1
terieis a cabeca em agua,-1
terieis a cabeca no lugar,1
terieis a consciencia pesada,-1
terieis a corda ao pescoco,-1
terieis a faca e o queijo na mao,1
terieis a lagrima ao canto do olho,-1
terieis a razao do seu lado,1
terieis a vida facilitada,1
terieis as costas largas,1
terieis as costas quentes,-1
terieis as horas contadas,-1
terieis boa consciencia,1
terieis culpas no cartorio,-1
terieis de comer farinha maizena,-1
terieis dois palmos de testa,1
terieis dor de corno,-1
terieis dor de cotovelo,-1
terieis falta de cha,-1
terieis ideias,1
terieis ma consciencia,-1
terieis macacos na cabeca,-1
terieis macacos no sotao,-1
terieis macaquinhos na cabeca,-1
terieis macaquinhos no sotao,-1
terieis mais olhos que barriga,-1
terieis mau perder,-1
terieis memoria curta,-1
terieis na mao,1
terieis o nariz empinado,-1
terieis o pavio curto,-1
terieis o rei na barriga,-1
terieis os dias contados,-1
terieis os pes assentes no chao,1
terieis os pes bem assentes na terra,1
terieis sentido de justica,-1
terieis sentido de oportunidade,-1
terieis sentido de responsabilidade,-1
terieis um aperto no coracao,-1
terieis uma grande cara de pau,-1
terieis uma grande lata,-1
terminante,0
terminantes,0
termos a cabeca em agua,-1
termos a cabeca no lugar,1
termos a consciencia pesada,-1
termos a corda ao pescoco,-1
termos a faca e o queijo na mao,1
termos a lagrima ao canto do olho,-1
termos a razao do seu lado,1
termos a vida facilitada,1
termos as costas largas,1
termos as costas quentes,-1
termos as horas contadas,-1
termos boa consciencia,1
termos culpas no cartorio,-1
termos de comer farinha maizena,-1
termos dois palmos de testa,1
termos dor de corno,-1
termos dor de cotovelo,-1
termos falta de cha,-1
termos ideias,1
termos ma consciencia,-1
termos macacos na cabeca,-1
termos macacos no sotao,-1
termos macaquinhos na cabeca,-1
termos macaquinhos no sotao,-1
termos mais olhos que barriga,-1
termos mau perder,-1
termos memoria curta,-1
termos na mao,1
termos o nariz empinado,-1
termos o pavio curto,-1
termos o rei na barriga,-1
termos os dias contados,-1
termos os pes assentes no chao,1
termos os pes bem assentes na terra,1
termos sentido de justica,-1
termos sentido de oportunidade,-1
termos sentido de responsabilidade,-1
termos um aperto no coracao,-1
termos uma grande cara de pau,-1
termos uma grande lata,-1
terna,1
ternas,1
terno,1
ternos,1
ternura,1
ternurenta,1
ternurentas,1
ternurento,1
ternurentos,1
terraquea,0
terraqueas,0
terraqueo,0
terraqueos,0
terrena,0
terrenas,0
terrenha,-1
terrenhas,-1
terrenho,-1
terrenhos,-1
terreno,0
terrenos,0
terrestre,0
terrestres,0
terrifica,-1
terrificante,-1
terrificantes,-1
terrificas,-1
terrifico,-1
terrificos,-1
terriveis,-1
terrivel,-1
terror,-1
terrores,-1
terrorifica,-1
terrorificas,-1
terrorifico,-1
terrorificos,-1
terrorismo,-1
terrorista,-1
terroristas,-1
tersa,0
tersas,0
terso,0
tersos,0
tesa,-1
tesas,-1
teso,-1
tesos,-1
tesouro,1
testa,1
testas,1
testo,1
testos,1
testuda,-1
testudas,-1
testudo,-1
testudos,-1
teteia,1
teterrima,-1
teterrimas,-1
teterrimo,-1
teterrimos,-1
tetra,-1
tetras,-1
tetrica,-1
tetricas,-1
tetrico,-1
tetricos,-1
tetro,-1
tetros,-1
teve a cabeca em agua,-1
teve a cabeca no lugar,1
teve a consciencia pesada,-1
teve a corda ao pescoco,-1
teve a faca e o queijo na mao,1
teve a lagrima ao canto do olho,-1
teve a razao do seu lado,1
teve a vida facilitada,1
teve as costas largas,1
teve as costas quentes,-1
teve as horas contadas,-1
teve boa consciencia,1
teve culpas no cartorio,-1
teve de comer farinha maizena,-1
teve dois palmos de testa,1
teve dor de corno,-1
teve dor de cotovelo,-1
teve falta de cha,-1
teve ideias,1
teve ma consciencia,-1
teve macacos na cabeca,-1
teve macacos no sotao,-1
teve macaquinhos na cabeca,-1
teve macaquinhos no sotao,-1
teve mais olhos que barriga,-1
teve mau perder,-1
teve memoria curta,-1
teve na mao,1
teve o nariz empinado,-1
teve o pavio curto,-1
teve o rei na barriga,-1
teve os dias contados,-1
teve os pes assentes no chao,1
teve os pes bem assentes na terra,1
teve sentido de justica,-1
teve sentido de oportunidade,-1
teve sentido de responsabilidade,-1
teve um aperto no coracao,-1
teve uma grande cara de pau,-1
teve uma grande lata,-1
tezao,-1
tezuda,-1
tezudo,-1
tido a cabeca em agua,-1
tido a cabeca no lugar,1
tido a consciencia pesada,-1
tido a corda ao pescoco,-1
tido a faca e o queijo na mao,1
tido a lagrima ao canto do olho,-1
tido a razao do seu lado,1
tido a vida facilitada,1
tido as costas largas,1
tido as costas quentes,-1
tido as horas contadas,-1
tido boa consciencia,1
tido culpas no cartorio,-1
tido de comer farinha maizena,-1
tido dois palmos de testa,1
tido dor de corno,-1
tido dor de cotovelo,-1
tido falta de cha,-1
tido ideias,1
tido ma consciencia,-1
tido macacos na cabeca,-1
tido macacos no sotao,-1
tido macaquinhos na cabeca,-1
tido macaquinhos no sotao,-1
tido mais olhos que barriga,-1
tido mau perder,-1
tido memoria curta,-1
tido na mao,1
tido o nariz empinado,-1
tido o pavio curto,-1
tido o rei na barriga,-1
tido os dias contados,-1
tido os pes assentes no chao,1
tido os pes bem assentes na terra,1
tido sentido de justica,-1
tido sentido de oportunidade,-1
tido sentido de responsabilidade,-1
tido um aperto no coracao,-1
tido uma grande cara de pau,-1
tido uma grande lata,-1
tigre,-1
tigres,-1
tigrina,-1
tigrinas,-1
tigrino,-1
tigrinos,-1
timida,-1
timidas,-1
timido,-1
timidos,-1
timorata,-1
timoratas,-1
timorato,-1
timoratos,-1
tinha a cabeca em agua,-1
tinha a cabeca no lugar,1
tinha a consciencia pesada,-1
tinha a corda ao pescoco,-1
tinha a faca e o queijo na mao,1
tinha a lagrima ao canto do olho,-1
tinha a razao do seu lado,1
tinha a vida facilitada,1
tinha as costas largas,1
tinha as costas quentes,-1
tinha as horas contadas,-1
tinha boa consciencia,1
tinha culpas no cartorio,-1
tinha de comer farinha maizena,-1
tinha dois palmos de testa,1
tinha dor de corno,-1
tinha dor de cotovelo,-1
tinha falta de cha,-1
tinha ideias,1
tinha ma consciencia,-1
tinha macacos na cabeca,-1
tinha macacos no sotao,-1
tinha macaquinhos na cabeca,-1
tinha macaquinhos no sotao,-1
tinha mais olhos que barriga,-1
tinha mau perder,-1
tinha memoria curta,-1
tinha na mao,1
tinha o nariz empinado,-1
tinha o pavio curto,-1
tinha o rei na barriga,-1
tinha os dias contados,-1
tinha os pes assentes no chao,1
tinha os pes bem assentes na terra,1
tinha sentido de justica,-1
tinha sentido de oportunidade,-1
tinha sentido de responsabilidade,-1
tinha um aperto no coracao,-1
tinha uma grande cara de pau,-1
tinha uma grande lata,-1
tinham a cabeca em agua,-1
tinham a cabeca no lugar,1
tinham a consciencia pesada,-1
tinham a corda ao pescoco,-1
tinham a faca e o queijo na mao,1
tinham a lagrima ao canto do olho,-1
tinham a razao do seu lado,1
tinham a vida facilitada,1
tinham as costas largas,1
tinham as costas quentes,-1
tinham as horas contadas,-1
tinham boa consciencia,1
tinham culpas no cartorio,-1
tinham de comer farinha maizena,-1
tinham dois palmos de testa,1
tinham dor de corno,-1
tinham dor de cotovelo,-1
tinham falta de cha,-1
tinham ideias,1
tinham ma consciencia,-1
tinham macacos na cabeca,-1
tinham macacos no sotao,-1
tinham macaquinhos na cabeca,-1
tinham macaquinhos no sotao,-1
tinham mais olhos que barriga,-1
tinham mau perder,-1
tinham memoria curta,-1
tinham na mao,1
tinham o nariz empinado,-1
tinham o pavio curto,-1
tinham o rei na barriga,-1
tinham os dias contados,-1
tinham os pes assentes no chao,1
tinham os pes bem assentes na terra,1
tinham sentido de justica,-1
tinham sentido de oportunidade,-1
tinham sentido de responsabilidade,-1
tinham um aperto no coracao,-1
tinham uma grande cara de pau,-1
tinham uma grande lata,-1
tinhamos a cabeca em agua,-1
tinhamos a cabeca no lugar,1
tinhamos a consciencia pesada,-1
tinhamos a corda ao pescoco,-1
tinhamos a faca e o queijo na mao,1
tinhamos a lagrima ao canto do olho,-1
tinhamos a razao do seu lado,1
tinhamos a vida facilitada,1
tinhamos as costas largas,1
tinhamos as costas quentes,-1
tinhamos as horas contadas,-1
tinhamos boa consciencia,1
tinhamos culpas no cartorio,-1
tinhamos de comer farinha maizena,-1
tinhamos dois palmos de testa,1
tinhamos dor de corno,-1
tinhamos dor de cotovelo,-1
tinhamos falta de cha,-1
tinhamos ideias,1
tinhamos ma consciencia,-1
tinhamos macacos na cabeca,-1
tinhamos macacos no sotao,-1
tinhamos macaquinhos na cabeca,-1
tinhamos macaquinhos no sotao,-1
tinhamos mais olhos que barriga,-1
tinhamos mau perder,-1
tinhamos memoria curta,-1
tinhamos na mao,1
tinhamos o nariz empinado,-1
tinhamos o pavio curto,-1
tinhamos o rei na barriga,-1
tinhamos os dias contados,-1
tinhamos os pes assentes no chao,1
tinhamos os pes bem assentes na terra,1
tinhamos sentido de justica,-1
tinhamos sentido de oportunidade,-1
tinhamos sentido de responsabilidade,-1
tinhamos um aperto no coracao,-1
tinhamos uma grande cara de pau,-1
tinhamos uma grande lata,-1
tinhas a cabeca em agua,-1
tinhas a cabeca no lugar,1
tinhas a consciencia pesada,-1
tinhas a corda ao pescoco,-1
tinhas a faca e o queijo na mao,1
tinhas a lagrima ao canto do olho,-1
tinhas a razao do seu lado,1
tinhas a vida facilitada,1
tinhas as costas largas,1
tinhas as costas quentes,-1
tinhas as horas contadas,-1
tinhas boa consciencia,1
tinhas culpas no cartorio,-1
tinhas de comer farinha maizena,-1
tinhas dois palmos de testa,1
tinhas dor de corno,-1
tinhas dor de cotovelo,-1
tinhas falta de cha,-1
tinhas ideias,1
tinhas ma consciencia,-1
tinhas macacos na cabeca,-1
tinhas macacos no sotao,-1
tinhas macaquinhos na cabeca,-1
tinhas macaquinhos no sotao,-1
tinhas mais olhos que barriga,-1
tinhas mau perder,-1
tinhas memoria curta,-1
tinhas na mao,1
tinhas o nariz empinado,-1
tinhas o pavio curto,-1
tinhas o rei na barriga,-1
tinhas os dias contados,-1
tinhas os pes assentes no chao,1
tinhas os pes bem assentes na terra,1
tinhas sentido de justica,-1
tinhas sentido de oportunidade,-1
tinhas sentido de responsabilidade,-1
tinhas um aperto no coracao,-1
tinhas uma grande cara de pau,-1
tinhas uma grande lata,-1
tinheis a cabeca em agua,-1
tinheis a cabeca no lugar,1
tinheis a consciencia pesada,-1
tinheis a corda ao pescoco,-1
tinheis a faca e o queijo na mao,1
tinheis a lagrima ao canto do olho,-1
tinheis a razao do seu lado,1
tinheis a vida facilitada,1
tinheis as costas largas,1
tinheis as costas quentes,-1
tinheis as horas contadas,-1
tinheis boa consciencia,1
tinheis culpas no cartorio,-1
tinheis de comer farinha maizena,-1
tinheis dois palmos de testa,1
tinheis dor de corno,-1
tinheis dor de cotovelo,-1
tinheis falta de cha,-1
tinheis ideias,1
tinheis ma consciencia,-1
tinheis macacos na cabeca,-1
tinheis macacos no sotao,-1
tinheis macaquinhos na cabeca,-1
tinheis macaquinhos no sotao,-1
tinheis mais olhos que barriga,-1
tinheis mau perder,-1
tinheis memoria curta,-1
tinheis na mao,1
tinheis o nariz empinado,-1
tinheis o pavio curto,-1
tinheis o rei na barriga,-1
tinheis os dias contados,-1
tinheis os pes assentes no chao,1
tinheis os pes bem assentes na terra,1
tinheis sentido de justica,-1
tinheis sentido de oportunidade,-1
tinheis sentido de responsabilidade,-1
tinheis um aperto no coracao,-1
tinheis uma grande cara de pau,-1
tinheis uma grande lata,-1
tinhosa,-1
tinhosas,-1
tinhosice,-1
tinhoso,-1
tinhosos,-1
tino,1
tira a agua do capote,-1
tira nabos da pucara,-1
tira o cavalinho da chuva,-1
tira o cavalo da chuva,-1
tira partido da situacao,-1
tira proveito eleitoral,-1
tirado a agua do capote,-1
tirado nabos da pucara,-1
tirado o cavalinho da chuva,-1
tirado o cavalo da chuva,-1
tirado partido da situacao,-1
tirado proveito eleitoral,-1
tirai a agua do capote,-1
tirai nabos da pucara,-1
tirai o cavalinho da chuva,-1
tirai o cavalo da chuva,-1
tirai partido da situacao,-1
tirai proveito eleitoral,-1
tirais a agua do capote,-1
tirais nabos da pucara,-1
tirais o cavalinho da chuva,-1
tirais o cavalo da chuva,-1
tirais partido da situacao,-1
tirais proveito eleitoral,-1
tiram a agua do capote,-1
tiram nabos da pucara,-1
tiram o cavalinho da chuva,-1
tiram o cavalo da chuva,-1
tiram partido da situacao,-1
tiram proveito eleitoral,-1
tiramos a agua do capote,-1
tiramos nabos da pucara,-1
tiramos o cavalinho da chuva,-1
tiramos o cavalo da chuva,-1
tiramos partido da situacao,-1
tiramos proveito eleitoral,-1
tirana,-1
tiranas,-1
tirando a agua do capote,-1
tirando nabos da pucara,-1
tirando o cavalinho da chuva,-1
tirando o cavalo da chuva,-1
tirando partido da situacao,-1
tirando proveito eleitoral,-1
tirania,-1
tiranica,-1
tiranicas,-1
tiranico,-1
tiranicos,-1
tiraniza,-1
tiranizado,-1
tiranizai,-1
tiranizais,-1
tiranizam,-1
tiranizamo,-1
tiranizamos,-1
tiranizando,-1
tiranizar,-1
tiranizara,-1
tiranizaram,-1
tiranizaramo,-1
tiranizaramos,-1
tiranizarao,-1
tiranizaras,-1
tiranizarde,-1
tiranizardes,-1
tiranizare,-1
tiranizarei,-1
tiranizareis,-1
tiranizarem,-1
tiranizaremos,-1
tiranizares,-1
tiranizaria,-1
tiranizariam,-1
tiranizariamos,-1
tiranizarias,-1
tiranizarieis,-1
tiranizarmo,-1
tiranizarmos,-1
tiranizas,-1
tiranizasse,-1
tiranizasseis,-1
tiranizassem,-1
tiranizassemos,-1
tiranizasses,-1
tiranizaste,-1
tiranizastes,-1
tiranizava,-1
tiranizavam,-1
tiranizavamo,-1
tiranizavamos,-1
tiranizavas,-1
